FLOW_ID,SOURCE_IP,SOURCE_PORT,DESTINATION_IP,DESTINATION_PORT,PROTOCOL,TIMESTAMP,LABEL,FLOW_DURATION,TOTAL_FWD_PACKETS,TOTAL_BACKWARD_PACKETS,TOTAL_LENGTH_OF_FWD_PACKETS,TOTAL_LENGTH_OF_BWD_PACKETS,FLOW_BYTES_S,FLOW_PACKETS_S,AVERAGE_PACKET_SIZE,TARGETED
151.252.176.115:56704 => 104.94.26.250:443,151.252.176.115,56704,104.94.26.250,443,6,1678932216.851371,dw,0.126747,10,10,1105,0,8718.155064814157,78.89733090329554,110.5,False
104.94.26.250:443 => 151.252.176.115:56704,104.94.26.250,443,151.252.176.115,56704,6,1678932216.866681,dw,0.111251,11,11,5055,0,45437.79381758366,98.87551572570136,459.54545454545456,False
151.252.176.115:56005 => 104.26.4.140:443,151.252.176.115,56005,104.26.4.140,443,6,1678929127.268064,gazetatema,1.873777,265,265,20084,0,10718.457959511725,141.425580525324,75.78867924528302,False
151.252.176.115:56006 => 104.26.4.140:443,151.252.176.115,56006,104.26.4.140,443,6,1678929127.268338,gazetatema,0.028731,8,8,985,0,34283.52650447252,278.44488531551286,123.125,False
104.26.4.140:443 => 151.252.176.115:56005,104.26.4.140,443,151.252.176.115,56005,6,1678929127.274582,gazetatema,1.867059,925,925,1276030,0,683443.8547469575,495.43158518289994,1379.4918918918918,False
104.26.4.140:443 => 151.252.176.115:56006,104.26.4.140,443,151.252.176.115,56006,6,1678929127.276415,gazetatema,0.020447,6,6,2964,0,144960.1408519587,293.4415806719812,494.0,False
151.252.176.115:56069 => 104.26.4.140:443,151.252.176.115,56069,104.26.4.140,443,6,1678929129.12791,gazetatema,0.021183,4,4,220,0,10385.686635509606,188.83066610017465,55.0,False
104.26.4.140:443 => 151.252.176.115:56069,104.26.4.140,443,151.252.176.115,56069,6,1678929129.135837,gazetatema,0.013116,2,2,112,0,8539.18877706618,152.48551387618176,56.0,False
151.252.176.115:50952 => 173.212.239.244:443,151.252.176.115,50952,173.212.239.244,443,6,1678928416.075123,sportekspres,0.10415,9,9,1053,0,10110.417666826692,86.41382621219395,117.0,False
151.252.176.115:50953 => 173.212.239.244:443,151.252.176.115,50953,173.212.239.244,443,6,1678928416.07532,sportekspres,2.905263,1238,1238,71722,0,24686.921631535595,426.12321156466726,57.933764135702745,False
173.212.239.244:443 => 151.252.176.115:50953,173.212.239.244,443,151.252.176.115,50953,6,1678928416.107631,sportekspres,2.872809,7707,7707,11520079,0,4010039.999178504,2682.740133437343,1494.755287401064,False
173.212.239.244:443 => 151.252.176.115:50952,173.212.239.244,443,151.252.176.115,50952,6,1678928416.107635,sportekspres,0.071368,9,9,6170,0,86453.31240892276,126.10693868400404,685.5555555555555,False
151.252.176.115:65439 => 95.217.115.180:443,151.252.176.115,65439,95.217.115.180,443,6,1678931141.370671,kohajone,1.795747,265,265,33303,0,18545.485527749737,147.57089946412273,125.67169811320754,False
151.252.176.115:65440 => 95.217.115.180:443,151.252.176.115,65440,95.217.115.180,443,6,1678931141.371056,kohajone,1.795393,229,229,29585,0,16478.286369613783,127.54867597233586,129.19213973799123,False
95.217.115.180:443 => 151.252.176.115:65439,95.217.115.180,443,151.252.176.115,65439,6,1678931141.389246,kohajone,1.777069,840,840,1230270,0,692302.8875074631,472.68845497839413,1464.607142857143,False
95.217.115.180:443 => 151.252.176.115:65440,95.217.115.180,443,151.252.176.115,65440,6,1678931141.389251,kohajone,1.777068,721,721,1055463,0,593935.0660751305,405.7244855008362,1463.8876560332872,False
151.252.176.115:65442 => 95.217.115.180:443,151.252.176.115,65442,95.217.115.180,443,6,1678931141.457425,kohajone,1.709062,183,183,27846,0,16293.147937289576,107.07627926897912,152.1639344262295,False
151.252.176.115:65443 => 95.217.115.180:443,151.252.176.115,65443,95.217.115.180,443,6,1678931141.458177,kohajone,1.706967,290,290,35543,0,20822.312323554,169.89197799371635,122.56206896551724,False
151.252.176.115:65444 => 95.217.115.180:443,151.252.176.115,65444,95.217.115.180,443,6,1678931141.458495,kohajone,1.704892,392,392,34850,0,20441.177505671913,229.92658772520488,88.90306122448979,False
151.252.176.115:65445 => 95.217.115.180:443,151.252.176.115,65445,95.217.115.180,443,6,1678931141.458897,kohajone,1.707571,166,166,27853,0,16311.47401777144,97.21411291243528,167.789156626506,False
95.217.115.180:443 => 151.252.176.115:65442,95.217.115.180,443,151.252.176.115,65442,6,1678931141.476252,kohajone,1.690068,550,550,793731,0,469644.41667435865,325.4306927295233,1443.1472727272728,False
95.217.115.180:443 => 151.252.176.115:65443,95.217.115.180,443,151.252.176.115,65443,6,1678931141.47626,kohajone,1.688762,593,593,861413,0,510085.4945812376,351.14480311612886,1452.6357504215853,False
95.217.115.180:443 => 151.252.176.115:65444,95.217.115.180,443,151.252.176.115,65444,6,1678931141.476261,kohajone,1.68706,1148,1148,1695519,0,1005014.0481073584,680.4737235190213,1476.9329268292684,False
95.217.115.180:443 => 151.252.176.115:65445,95.217.115.180,443,151.252.176.115,65445,6,1678931141.477355,kohajone,1.688965,550,550,795325,0,470894.89717075246,325.64321936807454,1446.0454545454545,False
151.252.176.115:65451 => 95.217.115.180:443,151.252.176.115,65451,95.217.115.180,443,6,1678931141.648919,kohajone,0.175108,14,14,2028,0,11581.424035452406,79.9506590218608,144.85714285714286,False
95.217.115.180:443 => 151.252.176.115:65451,95.217.115.180,443,151.252.176.115,65451,6,1678931141.667277,kohajone,0.18566,13,13,7072,0,38091.13433157384,70.02046752127545,544.0,False
151.252.176.115:61165 => 104.22.29.76:443,151.252.176.115,61165,104.22.29.76,443,6,1678930314.764434,koha,0.046444,7,7,957,0,20605.460339333393,150.7191456377573,136.71428571428572,True
151.252.176.115:61166 => 104.22.29.76:443,151.252.176.115,61166,104.22.29.76,443,6,1678930314.764916,koha,1.644834,513,513,49825,0,30291.810602164107,311.88557629523706,97.12475633528264,True
104.22.29.76:443 => 151.252.176.115:61165,104.22.29.76,443,151.252.176.115,61165,6,1678930314.777593,koha,0.033217,5,5,2387,0,71860.79417165909,150.5253334136135,477.4,True
104.22.29.76:443 => 151.252.176.115:61166,104.22.29.76,443,151.252.176.115,61166,6,1678930314.777599,koha,1.631823,1690,1690,2450465,0,1501673.281967468,1035.6515381876588,1449.9792899408285,True
151.252.176.115:58905 => 188.114.96.1:443,151.252.176.115,58905,188.114.96.1,443,6,1678929456.088208,kosovapress,3.379671,62,62,5985,0,1770.8824320473796,18.344980916781545,96.53225806451611,True
151.252.176.115:58906 => 188.114.96.1:443,151.252.176.115,58906,188.114.96.1,443,6,1678929456.088533,kosovapress,0.068756,8,8,985,0,14326.022456222005,116.3534818779452,123.125,True
188.114.96.1:443 => 151.252.176.115:58905,188.114.96.1,443,151.252.176.115,58905,6,1678929456.109371,kosovapress,3.35845,116,116,108410,0,32279.7719185934,34.53974303622206,934.5689655172414,True
188.114.96.1:443 => 151.252.176.115:58906,188.114.96.1,443,151.252.176.115,58906,6,1678929456.109378,kosovapress,0.047671,6,6,2980,0,62511.79962660737,125.86268381196116,496.6666666666667,True
151.252.176.115:56432 => 104.26.2.17:443,151.252.176.115,56432,104.26.2.17,443,6,1678932178.815167,oranews,0.032843,9,9,1037,0,31574.46031117742,274.03099595043085,115.22222222222224,False
151.252.176.115:56433 => 104.26.2.17:443,151.252.176.115,56433,104.26.2.17,443,6,1678932178.815536,oranews,1.767514,210,210,53129,0,30058.602081793975,118.81094011136544,252.9952380952381,False
104.26.2.17:443 => 151.252.176.115:56432,104.26.2.17,443,151.252.176.115,56432,6,1678932178.823796,oranews,0.024193,7,7,5058,0,209068.7388914149,289.33989170421194,722.5714285714286,False
104.26.2.17:443 => 151.252.176.115:56433,104.26.2.17,443,151.252.176.115,56433,6,1678932178.823802,oranews,1.759001,439,439,545721,0,310244.84920702147,249.5734794920526,1243.1002277904329,False
151.252.176.115:56483 => 104.26.2.17:443,151.252.176.115,56483,104.26.2.17,443,6,1678932180.569353,oranews,0.008543,2,2,104,0,12173.709469741309,234.10979749502516,52.0,False
104.26.2.17:443 => 151.252.176.115:56483,104.26.2.17,443,151.252.176.115,56483,6,1678932180.577815,oranews,0.0,1,1,60,0,0.0,0.0,60.0,False
151.252.176.115:50581 => 31.11.36.22:443,151.252.176.115,50581,31.11.36.22,443,6,1678927517.088767,shkodrasport,4.405537,9,9,1077,0,244.4650901808338,2.0428837619568285,119.66666666666669,False
151.252.176.115:50582 => 31.11.36.22:443,151.252.176.115,50582,31.11.36.22,443,6,1678927517.089042,shkodrasport,4.405224,482,482,34453,0,7820.941681966683,109.41554844884163,71.47925311203319,False
31.11.36.22:443 => 151.252.176.115:50581,31.11.36.22,443,151.252.176.115,50581,6,1678927517.140136,shkodrasport,4.354022,10,10,5568,0,1278.817608179288,2.296727026184066,556.8,False
31.11.36.22:443 => 151.252.176.115:50582,31.11.36.22,443,151.252.176.115,50582,6,1678927517.140143,shkodrasport,4.35401,2574,2574,3803786,0,873628.218584707,591.1791658723797,1477.7723387723388,False
151.252.176.115:59770 => 65.21.91.157:443,151.252.176.115,59770,65.21.91.157,443,6,1678929583.384198,ul-info,0.851746,66,66,5376,0,6311.740824142409,77.48788958210545,81.45454545454545,False
151.252.176.115:59771 => 65.21.91.157:443,151.252.176.115,59771,65.21.91.157,443,6,1678929583.384986,ul-info,0.061645,9,9,1037,0,16822.126693162463,145.9972422743126,115.22222222222224,False
65.21.91.157:443 => 151.252.176.115:59770,65.21.91.157,443,151.252.176.115,59770,6,1678929583.401815,ul-info,0.834053,174,174,246109,0,295075.9723902438,208.61983590970837,1414.4195402298851,False
65.21.91.157:443 => 151.252.176.115:59771,65.21.91.157,443,151.252.176.115,59771,6,1678929583.403469,ul-info,0.042973,7,7,5036,0,117189.86340260164,162.89297931259162,719.4285714285714,False
151.252.176.115:59776 => 65.21.91.157:443,151.252.176.115,59776,65.21.91.157,443,6,1678929583.679214,ul-info,0.542273,14,14,1861,0,3431.8507467640834,25.81725440875721,132.92857142857142,False
65.21.91.157:443 => 151.252.176.115:59776,65.21.91.157,443,151.252.176.115,59776,6,1678929583.730741,ul-info,0.490477,11,11,6147,0,12532.6977615668,22.42714745033916,558.8181818181819,False
151.252.176.115:60299 => 104.21.83.120:443,151.252.176.115,60299,104.21.83.120,443,6,1678929688.272812,durreslajm,2.03565,61,61,5457,0,2680.7162331442046,29.965858570972415,89.45901639344262,False
151.252.176.115:60300 => 104.21.83.120:443,151.252.176.115,60300,104.21.83.120,443,6,1678929688.273207,durreslajm,0.069708,7,7,957,0,13728.696849715956,100.41889022780742,136.71428571428572,False
104.21.83.120:443 => 151.252.176.115:60299,104.21.83.120,443,151.252.176.115,60299,6,1678929688.293177,durreslajm,2.015144,161,161,206837,0,102641.30007582584,79.89503479652073,1284.7018633540372,False
104.21.83.120:443 => 151.252.176.115:60300,104.21.83.120,443,151.252.176.115,60300,6,1678929688.293183,durreslajm,0.049552,5,5,2391,0,48252.34097513723,100.90410074265418,478.2,False
151.252.176.115:59207 => 5.9.72.90:443,151.252.176.115,59207,5.9.72.90,443,6,1678929506.754084,rtv21,2.189261,64,64,6883,0,3143.9832893382745,29.233608966678712,107.546875,True
151.252.176.115:59208 => 5.9.72.90:443,151.252.176.115,59208,5.9.72.90,443,6,1678929506.754487,rtv21,2.187474,116,116,7868,0,3596.84275104527,53.02920171851186,67.82758620689656,True
5.9.72.90:443 => 151.252.176.115:59208,5.9.72.90,443,151.252.176.115,59208,6,1678929506.798028,rtv21,2.143771,584,584,365042,0,170280.31445522865,272.4171564966594,625.0719178082192,True
5.9.72.90:443 => 151.252.176.115:59207,5.9.72.90,443,151.252.176.115,59207,6,1678929506.798032,rtv21,2.14519,135,135,190549,0,88826.16458215822,62.931488586092605,1411.474074074074,True
151.252.176.115:59210 => 5.9.72.90:443,151.252.176.115,59210,5.9.72.90,443,6,1678929507.429275,rtv21,1.514031,88,88,8221,0,5429.875610208774,58.12298427178836,93.42045454545456,True
151.252.176.115:59211 => 5.9.72.90:443,151.252.176.115,59211,5.9.72.90,443,6,1678929507.430157,rtv21,1.511837,42,42,5243,0,3467.9664540555627,27.780772662661384,124.83333333333331,True
151.252.176.115:59212 => 5.9.72.90:443,151.252.176.115,59212,5.9.72.90,443,6,1678929507.430219,rtv21,1.513165,68,68,8414,0,5560.530411422416,44.93891941724795,123.73529411764706,True
151.252.176.115:59213 => 5.9.72.90:443,151.252.176.115,59213,5.9.72.90,443,6,1678929507.430384,rtv21,1.511589,62,62,5664,0,3747.050289463604,41.01644031545612,91.35483870967742,True
5.9.72.90:443 => 151.252.176.115:59211,5.9.72.90,443,151.252.176.115,59211,6,1678929507.472745,rtv21,1.469056,56,56,72384,0,49272.457959397056,38.119717696262086,1292.571428571429,True
5.9.72.90:443 => 151.252.176.115:59213,5.9.72.90,443,151.252.176.115,59213,6,1678929507.472761,rtv21,1.469039,150,150,213932,0,145627.17531665257,102.1075682810327,1426.2133333333334,True
5.9.72.90:443 => 151.252.176.115:59210,5.9.72.90,443,151.252.176.115,59210,6,1678929507.47445,rtv21,1.468771,267,267,386529,0,263164.9181526596,181.7846349090498,1447.6741573033707,True
5.9.72.90:443 => 151.252.176.115:59212,5.9.72.90,443,151.252.176.115,59212,6,1678929507.474461,rtv21,1.46876,137,137,189918,0,129304.99196601214,93.2759606743103,1386.2627737226278,True
151.252.176.115:62785 => 50.116.68.163:443,151.252.176.115,62785,50.116.68.163,443,6,1678933348.057473,albaniandailynews,3.377185,439,439,31911,0,9448.993762556684,129.98991763850665,72.69020501138952,False
151.252.176.115:62786 => 50.116.68.163:443,151.252.176.115,62786,50.116.68.163,443,6,1678933348.057672,albaniandailynews,3.346138,10,10,1105,0,330.2314489121489,2.988519899657456,110.5,False
50.116.68.163:443 => 151.252.176.115:62785,50.116.68.163,443,151.252.176.115,62785,6,1678933348.233515,albaniandailynews,3.200967,1654,1654,2256702,0,705006.3308993813,516.7188540213004,1364.390568319226,False
50.116.68.163:443 => 151.252.176.115:62786,50.116.68.163,443,151.252.176.115,62786,6,1678933348.2355,albaniandailynews,3.168207,13,13,6613,0,2087.300482575791,4.103267242323497,508.6923076923077,False
151.252.176.115:49314 => 51.178.75.191:443,151.252.176.115,49314,51.178.75.191,443,6,1678927316.508356,balkanweb,1.124882,34,34,8469,0,7528.789686384883,30.22539253006093,249.08823529411765,False
151.252.176.115:49315 => 51.178.75.191:443,151.252.176.115,49315,51.178.75.191,443,6,1678927316.508739,balkanweb,1.118648,52,52,11407,0,10197.130822206806,46.48468508413728,219.3653846153846,False
51.178.75.191:443 => 151.252.176.115:49314,51.178.75.191,443,151.252.176.115,49314,6,1678927316.547391,balkanweb,1.08559,56,56,70702,0,65127.71856778341,51.5848524765335,1262.5357142857142,False
51.178.75.191:443 => 151.252.176.115:49315,51.178.75.191,443,151.252.176.115,49315,6,1678927316.547397,balkanweb,1.079911,100,100,136142,0,126067.79632766033,92.6002235369396,1361.42,False
151.252.176.115:49317 => 51.178.75.191:443,151.252.176.115,49317,51.178.75.191,443,6,1678927316.680492,balkanweb,0.952654,41,41,5905,0,6198.472897820196,43.0376611025619,144.02439024390245,False
151.252.176.115:49318 => 51.178.75.191:443,151.252.176.115,49318,51.178.75.191,443,6,1678927316.680673,balkanweb,0.951386,24,24,6032,0,6340.223631627961,25.226353971994545,251.33333333333337,False
151.252.176.115:49319 => 51.178.75.191:443,151.252.176.115,49319,51.178.75.191,443,6,1678927316.680977,balkanweb,0.952259,36,36,5774,0,6063.476428156626,37.804840909878514,160.38888888888889,False
151.252.176.115:49320 => 51.178.75.191:443,151.252.176.115,49320,51.178.75.191,443,6,1678927316.68104,balkanweb,0.952074,30,30,7679,0,8065.549526612427,31.510155723189584,255.96666666666667,False
51.178.75.191:443 => 151.252.176.115:49318,51.178.75.191,443,151.252.176.115,49318,6,1678927316.717872,balkanweb,0.913991,30,30,35016,0,38311.099343428985,32.82308031479523,1167.2,False
51.178.75.191:443 => 151.252.176.115:49317,51.178.75.191,443,151.252.176.115,49317,6,1678927316.726088,balkanweb,0.906892,107,107,148728,0,163997.47709760367,117.98538304450804,1389.981308411215,False
51.178.75.191:443 => 151.252.176.115:49319,51.178.75.191,443,151.252.176.115,49319,6,1678927316.726093,balkanweb,0.906888,59,59,77760,0,85743.77431391749,65.05764769188697,1317.966101694915,False
51.178.75.191:443 => 151.252.176.115:49320,51.178.75.191,443,151.252.176.115,49320,6,1678927316.726094,balkanweb,0.906886,38,38,45709,0,50402.1453633643,41.901628209058245,1202.8684210526317,False
151.252.176.115:49330 => 51.178.75.191:443,151.252.176.115,49330,51.178.75.191,443,6,1678927316.899716,balkanweb,0.733327,12,12,1986,0,2708.2052072267898,16.363777687170934,165.5,False
151.252.176.115:49332 => 51.178.75.191:443,151.252.176.115,49332,51.178.75.191,443,6,1678927316.962358,balkanweb,0.670821,13,13,2041,0,3042.540409438583,19.379238276678876,157.0,False
151.252.176.115:49333 => 51.178.75.191:443,151.252.176.115,49333,51.178.75.191,443,6,1678927316.963484,balkanweb,0.669596,12,12,1992,0,2974.9281656401768,17.921254009880585,166.0,False
51.178.75.191:443 => 151.252.176.115:49330,51.178.75.191,443,151.252.176.115,49330,6,1678927317.002534,balkanweb,0.630439,11,11,9049,0,14353.49018699668,17.448159139900927,822.6363636363636,False
51.178.75.191:443 => 151.252.176.115:49332,51.178.75.191,443,151.252.176.115,49332,6,1678927317.024463,balkanweb,0.608517,12,12,10405,0,17098.947112406062,19.720073555874365,867.0833333333334,False
51.178.75.191:443 => 151.252.176.115:49333,51.178.75.191,443,151.252.176.115,49333,6,1678927317.02447,balkanweb,0.608509,11,11,8762,0,14399.129675978498,18.07697174569316,796.5454545454545,False
151.252.176.115:64639 => 65.21.91.157:443,151.252.176.115,64639,65.21.91.157,443,6,1678930712.618144,ul-info,0.065695,9,9,1037,0,15785.067356724256,136.99672730040336,115.22222222222224,False
151.252.176.115:64640 => 65.21.91.157:443,151.252.176.115,64640,65.21.91.157,443,6,1678930712.618389,ul-info,0.856683,67,67,5416,0,6322.058451025641,78.208625594298,80.83582089552239,False
65.21.91.157:443 => 151.252.176.115:64640,65.21.91.157,443,151.252.176.115,64640,6,1678930712.637654,ul-info,0.83726,172,172,245983,0,293795.2368439911,205.4320043952894,1430.1337209302326,False
65.21.91.157:443 => 151.252.176.115:64639,65.21.91.157,443,151.252.176.115,64639,6,1678930712.637659,ul-info,0.046056,7,7,5037,0,109366.8577384054,151.9888830988362,719.5714285714286,False
151.252.176.115:64645 => 65.21.91.157:443,151.252.176.115,64645,65.21.91.157,443,6,1678930712.879519,ul-info,0.595598,13,13,1809,0,3037.28353688226,21.826802642050513,139.15384615384616,False
65.21.91.157:443 => 151.252.176.115:64645,65.21.91.157,443,151.252.176.115,64645,6,1678930712.928729,ul-info,0.546186,11,11,5767,0,10558.674151296444,20.13965938343348,524.2727272727273,False
151.252.176.115:53436 => 104.21.234.99:443,151.252.176.115,53436,104.21.234.99,443,6,1678928662.122843,syri,0.071526,7,7,957,0,13379.750020971396,97.86651008025052,136.71428571428572,False
151.252.176.115:53437 => 104.21.234.99:443,151.252.176.115,53437,104.21.234.99,443,6,1678928662.123027,syri,3.920585,57,57,5007,0,1277.1053299443831,14.538646656047504,87.84210526315789,False
104.21.234.99:443 => 151.252.176.115:53437,104.21.234.99,443,151.252.176.115,53437,6,1678928662.142343,syri,3.901204,86,86,106471,0,27291.830932194265,22.044476525708472,1238.0348837209303,False
104.21.234.99:443 => 151.252.176.115:53436,104.21.234.99,443,151.252.176.115,53436,6,1678928662.142347,syri,0.051938,5,5,2405,0,46305.21005814625,96.26862797951404,481.0,False
151.252.176.115:63827 => 23.88.51.69:443,151.252.176.115,63827,23.88.51.69,443,6,1678927073.995816,alsat,0.139721,9,9,1037,0,7421.933710752142,64.41408234982573,115.22222222222224,False
151.252.176.115:63828 => 23.88.51.69:443,151.252.176.115,63828,23.88.51.69,443,6,1678927073.996055,alsat,1.99055,413,413,31070,0,15608.75135012936,207.48034462836904,75.23002421307505,False
23.88.51.69:443 => 151.252.176.115:63827,23.88.51.69,443,151.252.176.115,63827,6,1678927074.040784,alsat,0.094509,9,9,5946,0,62914.64304986827,95.229025807066,660.6666666666666,False
23.88.51.69:443 => 151.252.176.115:63828,23.88.51.69,443,151.252.176.115,63828,6,1678927074.04079,alsat,1.945749,1936,1936,2862770,0,1471294.6017189268,994.9895901269896,1478.703512396694,False
151.252.176.115:62133 => 188.114.97.1:443,151.252.176.115,62133,188.114.97.1,443,6,1678930383.945985,gazetadita,0.714562,82,82,6963,0,9744.430854145616,114.75561252907376,84.91463414634147,False
151.252.176.115:62134 => 188.114.97.1:443,151.252.176.115,62134,188.114.97.1,443,6,1678930383.94642,gazetadita,0.714151,8,8,1009,0,1412.8664666156037,11.2021127184587,126.125,False
188.114.97.1:443 => 151.252.176.115:62133,188.114.97.1,443,151.252.176.115,62133,6,1678930383.966672,gazetadita,0.693635,160,160,180733,0,260559.2278359656,230.668867632112,1129.58125,False
188.114.97.1:443 => 151.252.176.115:62134,188.114.97.1,443,151.252.176.115,62134,6,1678930383.966678,gazetadita,0.69363,6,6,2969,0,4280.38002969883,8.650144889926906,494.8333333333333,False
151.252.176.115:49715 => 172.67.200.77:443,151.252.176.115,49715,172.67.200.77,443,6,1678927379.839388,indeksonline,0.494361,101,101,8605,0,17406.308345520785,204.3041421147704,85.1980198019802,True
151.252.176.115:49716 => 172.67.200.77:443,151.252.176.115,49716,172.67.200.77,443,6,1678927379.839784,indeksonline,0.072901,7,7,957,0,13127.39194249736,96.02063071837148,136.71428571428572,True
172.67.200.77:443 => 151.252.176.115:49715,172.67.200.77,443,151.252.176.115,49715,6,1678927379.860055,indeksonline,0.473144,227,227,301680,0,637607.1555382716,479.76937253774753,1328.9867841409691,True
172.67.200.77:443 => 151.252.176.115:49716,172.67.200.77,443,151.252.176.115,49716,6,1678927379.86006,indeksonline,0.052506,5,5,2388,0,45480.516512398586,95.22721212813772,477.6,True
151.252.176.115:63603 => 104.26.8.226:443,151.252.176.115,63603,104.26.8.226,443,6,1678927060.903591,gazetaexpress,0.036946,8,8,1009,0,27310.12829534997,216.53223623666972,126.125,True
151.252.176.115:63604 => 104.26.8.226:443,151.252.176.115,63604,104.26.8.226,443,6,1678927060.904503,gazetaexpress,4.612551,1352,1352,104761,0,22712.160797788467,293.1132902378749,77.48594674556213,True
104.26.8.226:443 => 151.252.176.115:63603,104.26.8.226,443,151.252.176.115,63603,6,1678927060.91137,gazetaexpress,0.028994,6,6,2961,0,102124.57749879285,206.93936676553767,493.5,True
104.26.8.226:443 => 151.252.176.115:63604,104.26.8.226,443,151.252.176.115,63604,6,1678927060.911375,gazetaexpress,4.604692,8260,8260,12301938,0,2671609.3063336266,1793.822474988555,1489.3387409200968,True
151.252.176.115:51346 => 188.114.96.1:443,151.252.176.115,51346,188.114.96.1,443,6,1678928467.633776,shqip,0.891396,83,83,6971,0,7820.317793662973,93.1123765419634,83.98795180722891,False
151.252.176.115:51347 => 188.114.96.1:443,151.252.176.115,51347,188.114.96.1,443,6,1678928467.634199,shqip,0.890944,8,8,1009,0,1132.506644637598,8.979239997126642,126.125,False
188.114.96.1:443 => 151.252.176.115:51346,188.114.96.1,443,151.252.176.115,51346,6,1678928467.654769,shqip,0.870278,255,255,362056,0,416023.3856307984,293.0098198506684,1419.827450980392,False
188.114.96.1:443 => 151.252.176.115:51347,188.114.96.1,443,151.252.176.115,51347,6,1678928467.654774,shqip,0.870273,6,6,2973,0,3416.169408909618,6.894388312632933,495.5,False
151.252.176.115:61431 => 104.21.30.88:443,151.252.176.115,61431,104.21.30.88,443,6,1678933089.698939,kosovarja-ks,0.985848,84,84,7668,0,7778.075321956327,85.20583294787836,91.28571428571428,True
151.252.176.115:61432 => 104.21.30.88:443,151.252.176.115,61432,104.21.30.88,443,6,1678933089.699419,kosovarja-ks,0.068368,7,7,957,0,13997.776737655044,102.38708167563772,136.71428571428572,True
104.21.30.88:443 => 151.252.176.115:61431,104.21.30.88,443,151.252.176.115,61431,6,1678933089.719392,kosovarja-ks,0.965245,235,235,271290,0,281058.1769395335,243.46150459209835,1154.4255319148936,True
104.21.30.88:443 => 151.252.176.115:61432,104.21.30.88,443,151.252.176.115,61432,6,1678933089.719397,kosovarja-ks,0.048221,5,5,2404,0,49853.798137740814,103.68926401360405,480.8,True
151.252.176.115:52503 => 188.114.96.1:443,151.252.176.115,52503,188.114.96.1,443,6,1678928561.466524,gazetadita,0.68133,81,81,6911,0,10143.396004872822,118.88512174717096,85.32098765432099,False
151.252.176.115:52504 => 188.114.96.1:443,151.252.176.115,52504,188.114.96.1,443,6,1678928561.466892,gazetadita,0.069647,7,7,957,0,13740.721064798196,100.50684164429192,136.71428571428572,False
188.114.96.1:443 => 151.252.176.115:52503,188.114.96.1,443,151.252.176.115,52503,6,1678928561.487875,gazetadita,0.659856,154,154,180581,0,273667.2849833903,233.3842535341044,1172.6038961038962,False
188.114.96.1:443 => 151.252.176.115:52504,188.114.96.1,443,151.252.176.115,52504,6,1678928561.48788,gazetadita,0.04851,5,5,2405,0,49577.40672026386,103.0715316429602,481.0,False
151.252.176.115:53073 => 164.90.180.253:443,151.252.176.115,53073,164.90.180.253,443,6,1678928618.113688,pashtriku,0.109263,9,9,1037,0,9490.861499318158,82.37006122841217,115.22222222222224,False
151.252.176.115:53074 => 164.90.180.253:443,151.252.176.115,53074,164.90.180.253,443,6,1678928618.113906,pashtriku,1.550238,395,395,37622,0,24268.531670620898,254.79958561201568,95.24556962025316,False
164.90.180.253:443 => 151.252.176.115:53073,164.90.180.253,443,151.252.176.115,53073,6,1678928618.147059,pashtriku,0.07563,10,10,5326,0,70421.79029485653,132.2226629644321,532.6,False
164.90.180.253:443 => 151.252.176.115:53074,164.90.180.253,443,151.252.176.115,53074,6,1678928618.147065,pashtriku,1.516942,1347,1347,1945692,0,1282640.9974804572,887.9706673030347,1444.463251670379,False
151.252.176.115:55357 => 172.67.149.237:443,151.252.176.115,55357,172.67.149.237,443,6,1678932059.942222,preshevajone,0.070626,7,7,957,0,13550.250615920482,99.11364086880184,136.71428571428572,False
151.252.176.115:55358 => 172.67.149.237:443,151.252.176.115,55358,172.67.149.237,443,6,1678932059.942466,preshevajone,2.670872,75,75,6463,0,2419.80896126808,28.080716709748728,86.17333333333333,False
172.67.149.237:443 => 151.252.176.115:55357,172.67.149.237,443,151.252.176.115,55357,6,1678932059.962543,preshevajone,0.050189,5,5,2411,0,48038.41479208591,99.62342345932376,482.2,False
172.67.149.237:443 => 151.252.176.115:55358,172.67.149.237,443,151.252.176.115,55358,6,1678932059.962548,preshevajone,2.650731,207,207,281985,0,106380.08911504032,78.09166603476551,1362.2463768115942,False
151.252.176.115:60687 => 104.21.235.32:443,151.252.176.115,60687,104.21.235.32,443,6,1678930239.214738,gazetamapo,7.495479,66,66,5993,0,799.5486345835936,8.805307839565689,90.8030303030303,False
151.252.176.115:60688 => 104.21.235.32:443,151.252.176.115,60688,104.21.235.32,443,6,1678930239.215002,gazetamapo,0.085225,8,8,1009,0,11839.249046641244,93.86916984452918,126.125,False
104.21.235.32:443 => 151.252.176.115:60687,104.21.235.32,443,151.252.176.115,60687,6,1678930239.250123,gazetamapo,7.459975,173,173,224886,0,30145.67743189488,23.190426241374805,1299.9190751445087,False
104.21.235.32:443 => 151.252.176.115:60688,104.21.235.32,443,151.252.176.115,60688,6,1678930239.250128,gazetamapo,0.049819,6,6,4581,0,91952.8693871816,120.43597824123326,763.5,False
151.252.176.115:55875 => 172.67.139.253:443,151.252.176.115,55875,172.67.139.253,443,6,1678929095.903556,shekulli,1.860941,64,64,5435,0,2920.5654558634583,34.39120316012168,84.921875,False
